,company_names,rating_new,employer_size,industry,review,salaries,jobs,location
2823,Merit Group,4.1,1001 to 5000 Employees,Information Technology Support Services,395,252,3,3 office locations
2824,Ciber,3.6,1001 to 5000 Employees,Information Technology Support Services,1.3T,307,--,25 office locations
2825,Kimberly-Clark,4.1,10000+ Employees,Consumer Product Manufacturing,4.4T,137,394,25 office locations
2826,F5,3.9,5001 to 10000 Employees,Computer Hardware Development,1.8T,269,165,17 office locations
2827,Guidehouse,3.7,1001 to 5000 Employees,Business Consulting,1.8T,281,6,47 office locations
2828,Hudson's Bay Company,3.5,10000+ Employees,"Department, Clothing & Shoe Stores",3.1T,215,33,2 office locations
2829,Deutsche Bank,4.0,10000+ Employees,Banking & Lending,13T,3.6T,1.4T,53 office locations
2830,Adobe,4.3,10000+ Employees,Computer Hardware Development,9.6T,4.6T,580,27 office locations
2831,Larsen & Toubro,3.7,10000+ Employees,Construction,7.7T,7.3T,6,26 office locations
2832,Lowe's Home Improvement,4.2,1001 to 5000 Employees,Home Furniture & Housewares Stores,42.3T,1.3T,5.1T,2 office locations
2833,Atos,3.6,5001 to 10000 Employees,Information Technology Support Services,13.2T,4T,1.2T,40 office locations
2834,Schneider Electric,4.3,10000+ Employees,Energy & Utilities,15.4T,3.2T,2.6T,26 office locations
2835,Atos-Syntel,3.6,10000+ Employees,Information Technology Support Services,8T,6.1T,16,29 office locations
2836,NatWest Group,4.0,10000+ Employees,Banking & Lending,10.8T,4.6T,449,33 office locations
2837,Philips,3.9,10000+ Employees,Healthcare Services & Hospitals,12.2T,2.8T,1.2T,17 office locations
2838,Tata Consultancy Services (North America),3.7,10000+ Employees,Information Technology Support Services,9.7T,5.8T,10,31 office locations
2839,CNH Industrial,3.9,10000+ Employees,Machinery Manufacturing,3T,199,71,24 office locations
2840,Trianz,4.1,1001 to 5000 Employees,Information Technology Support Services,820,567,15,4 office locations
2841,EY-Parthenon,4.0,5001 to 10000 Employees,Business Consulting,1.7T,334,--,"Headquarters in Boston, United States"
2842,None of Your Business Boutique,4.1,51 to 200 Employees,N/A,931,415,--,"Headquarters in London, United Kingdom"
2843,Amity University,3.6,1001 to 5000 Employees,Colleges & Universities,978,931,65,4 office locations
2844,Express Employment Professionals,3.8,10000+ Employees,HR Consulting,3.6T,225,2.1T,33 office locations
2845,US Army,3.8,10000+ Employees,National Services & Agencies,44.9T,30,1.5T,42 office locations
2846,Phenom,3.8,1001 to 5000 Employees,Computer Hardware Development,869,514,--,6 office locations
2847,SoftwareOne,4.1,5001 to 10000 Employees,Information Technology Support Services,1.4T,412,311,17 office locations
2848,Lupin,3.9,10000+ Employees,Biotech & Pharmaceuticals,1T,825,53,2 office locations
2849,Shopee,3.7,5001 to 10000 Employees,Internet & Web Services,8.8T,84,1.7T,8 office locations
2850,Condé Nast,3.5,1001 to 5000 Employees,Publishing,2T,264,120,14 office locations
2851,Adani Group,3.7,501 to 1000 Employees,Metal & Mineral Manufacturing,805,969,6,"Headquarters in Ahmedabad, India"
2852,Appen,3.5,1001 to 5000 Employees,Information Technology Support Services,5.4T,139,29,27 office locations
2853,Sapiens,3.7,5001 to 10000 Employees,Enterprise Software & Network Solutions,944,683,126,38 office locations
2854,Freshers.com,4.0,1 to 50 Employees,N/A,333,1.8T,--,N/A
2855,Aristocrat,3.9,1001 to 5000 Employees,Gambling & Betting,958,492,91,8 office locations
2856,LatentView Analytics,4.0,1001 to 5000 Employees,Business Consulting,701,911,--,8 office locations
2857,The Smart Cube,3.6,501 to 1000 Employees,Business Consulting,710,830,5,3 office locations
2858,ICF,3.7,5001 to 10000 Employees,Business Consulting,2.4T,154,427,13 office locations
2859,HCL,3.6,5001 to 10000 Employees,Information Technology Support Services,5.5T,3.3T,2.5T,9 office locations
2860,Qualitest,3.5,5001 to 10000 Employees,Information Technology Support Services,1.1T,441,208,16 office locations
2861,Siemens Gamesa,3.8,10000+ Employees,Energy & Utilities,1.6T,391,14,7 office locations
2862,The Emirates Group,4.0,10000+ Employees,"Airlines, Airports & Air Transportation",5T,122,170,5 office locations
2863,RBC,4.0,10000+ Employees,Banking & Lending,15.4T,45,1.4T,33 office locations
2864,ClearTax,3.8,1001 to 5000 Employees,Internet & Web Services,735,784,86,"Bengaluru, KA"
2865,freelance,4.3,1 to 50 Employees,HR Consulting,1.8T,330,9,"Headquarters in San Francisco, United States"
2866,Teva Pharmaceuticals,3.7,10000+ Employees,Biotech & Pharmaceuticals,2.6T,209,404,15 office locations
2867,Hyundai Mobis,3.5,5001 to 10000 Employees,Transportation Equipment Manufacturing,1.1T,510,264,8 office locations
2868,BNP Paribas Securities Services,3.7,1001 to 5000 Employees,Investment & Asset Management,1.6T,384,4.4T,5 office locations
2869,Medline Industries,3.6,10000+ Employees,Health Care Products Manufacturing,2.4T,190,570,24 office locations
2870,Rockwell Collins,3.5,10000+ Employees,Aerospace & Defence,2T,215,10,25 office locations
2871,Tetra Pak,4.3,10000+ Employees,Food & Beverage Manufacturing,2.1T,265,313,25 office locations
2872,AU Small Finance Bank,4.5,1001 to 5000 Employees,Banking & Lending,1.3T,700,3,13 office locations
2873,Cornerstone OnDemand,3.7,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.6T,272,6,8 office locations
2874,Xilinx,4.2,1001 to 5000 Employees,Computer Hardware Development,1.3T,325,--,8 office locations
2875,Thermax,3.9,1001 to 5000 Employees,Machinery Manufacturing,946,856,--,"Headquarters in Pune, India"
2876,OPPO,3.6,1001 to 5000 Employees,N/A,1.2T,621,33,"Headquarters in Gurgaon, India"
2877,Hudl,4.2,1001 to 5000 Employees,Software Development,902,528,2,10 office locations
2878,Ricoh,3.6,10000+ Employees,Information Technology Support Services,5.3T,113,673,32 office locations
2879,Tokopedia,4.3,5001 to 10000 Employees,Internet & Web Services,1.7T,204,6,3 office locations
2880,Sify,3.6,1001 to 5000 Employees,Internet & Web Services,880,879,36,"Headquarters in Chennai, India"
2881,Cotiviti,3.6,5001 to 10000 Employees,Information Technology Support Services,1.3T,301,60,14 office locations
2882,Nihilent,3.8,1001 to 5000 Employees,Information Technology Support Services,959,786,6,10 office locations
2883,ACI Worldwide,3.9,1001 to 5000 Employees,Software Development,1.3T,331,20,28 office locations
2884,NSEIT,3.6,1001 to 5000 Employees,Information Technology Support Services,876,777,--,5 office locations
2885,Compass Group,3.5,10000+ Employees,Catering & Food Service Contractors,5.2T,139,6.2T,7 office locations
2886,TD,3.9,10000+ Employees,Banking & Lending,20.2T,31,1.2T,2 office locations
2887,Randstad US,3.6,5001 to 10000 Employees,HR Consulting,5.5T,79,7,25 office locations
2888,Zebra Technologies,4.1,5001 to 10000 Employees,Computer Hardware Development,1.7T,298,212,16 office locations
2889,Stanley Black & Decker,3.5,10000+ Employees,Machinery Manufacturing,3.7T,128,869,31 office locations
2890,KBR,3.9,10000+ Employees,Aerospace & Defence,3T,195,2.1T,31 office locations
2891,"Ryan, LLC",4.4,1001 to 5000 Employees,Accounting & Tax,1.7T,242,88,71 office locations
2892,Celebal Technologies,3.5,201 to 500 Employees,Enterprise Software & Network Solutions,809,791,--,4 office locations
2893,Bsnl,3.7,10000+ Employees,Telecommunications Services,1.1T,839,--,"Headquarters in New Delhi, India"
2894,Indus Valley Partners,3.5,501 to 1000 Employees,Information Technology Support Services,504,668,19,8 office locations
2895,Korn Ferry,3.6,5001 to 10000 Employees,Business Consulting,3.7T,159,192,26 office locations
2896,Avalara,3.8,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.1T,302,223,16 office locations
2897,VFS Global,4.2,5001 to 10000 Employees,HR Consulting,1.3T,395,37,"Headquarters in Dubai, United Arab Emirates"
2898,DNEG,3.9,1001 to 5000 Employees,Film Production,1T,596,80,7 office locations
2899,Siemens Energy,4.1,10000+ Employees,Energy & Utilities,1.9T,273,1.9T,"Headquarters in Munich, Germany"
2900,KPMG US,3.8,10000+ Employees,Business Consulting,2.3T,199,11T,"Headquarters in New York, United States"
2901,National Thermal Power,4.3,10000+ Employees,Energy & Utilities,1T,792,--,"Headquarters in New Delhi, India"
2902,Automation Anywhere,3.5,1001 to 5000 Employees,Enterprise Software & Network Solutions,951,353,10,7 office locations
2903,The World Bank,4.1,10000+ Employees,Banking & Lending,3.2T,176,138,10 office locations
2904,Mobility Quest,4.1,1 to 50 Employees,N/A,892,579,--,"Headquarters in Lahore, Pakistan"
2905,Ansys,4.2,5001 to 10000 Employees,Computer Hardware Development,1.1T,289,503,24 office locations
2906,Intercontinental Exchange,3.7,5001 to 10000 Employees,Stock Exchanges,1.5T,316,302,39 office locations
2907,Kony,3.9,1001 to 5000 Employees,Computer Hardware Development,929,494,62,9 office locations
2908,Paychex,3.5,10000+ Employees,Enterprise Software & Network Solutions,4.8T,100,410,41 office locations
2909,RTX,3.8,10000+ Employees,Aerospace & Defence,7.9T,71,1.6T,25 office locations
2910,Cuelearn,3.9,1001 to 5000 Employees,Primary & Secondary Schools,1T,826,--,"Bengaluru, KA"
2911,Altruist Technologies,4.4,10000+ Employees,Information Technology Support Services,1T,888,23,11 office locations
2912,Test Yantra,3.6,1001 to 5000 Employees,Information Technology Support Services,826,803,23,4 office locations
2913,ACL Digital,3.8,1001 to 5000 Employees,Information Technology Support Services,857,711,29,8 office locations
2914,OMICS International,3.7,501 to 1000 Employees,Building & Personnel Services,1T,705,--,"Hyderābād, TG"
2915,Coupa Software Inc,3.8,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.1T,231,49,12 office locations
2916,GE Digital,3.6,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.2T,340,103,25 office locations
2917,Tata AIG General Insurance,3.8,1001 to 5000 Employees,Insurance Carriers,806,888,--,"Headquarters in Mumbai, India"
2918,Headstrong,3.5,1001 to 5000 Employees,Accounting & Tax,663,407,3.3T,6 office locations
2919,Entrata India,4.2,501 to 1000 Employees,Computer Hardware Development,623,532,--,"Wing A, Upper Ground Floor, Tower 8, SEZ, Magarpatta City, Pune, Maharashtra, India "
2920,NAB - National Australia Bank,3.8,10000+ Employees,Banking & Lending,4.1T,100,62,7 office locations
2921,iQor,3.5,10000+ Employees,HR Consulting,2.9T,152,95,27 office locations
2922,Dentsu International,3.6,5001 to 10000 Employees,Advertising & Public Relations,2T,263,608,26 office locations
2923,Etech,3.8,1001 to 5000 Employees,HR Consulting,809,540,6,8 office locations
2924,Tata Projects Limited,3.9,1001 to 5000 Employees,Construction,800,914,19,"Headquarters in Mumbai, India"
2925,US Air Force,4.1,10000+ Employees,National Services & Agencies,28.3T,41,752,40 office locations
2926,IDEA Cellular,4.1,10000+ Employees,Telecommunications Services,900,721,--,"Headquarters in Mumbai, India"
2927,Wabtec,3.8,10000+ Employees,Transportation Equipment Manufacturing,1.4T,334,683,11 office locations
2928,British Council,3.9,5001 to 10000 Employees,"Civic, Welfare & Social Services",2.6T,216,131,9 office locations
2929,Credit Suisse,3.9,10000+ Employees,Investment & Asset Management,12.6T,3.3T,220,25 office locations
2930,BNY Mellon,3.6,10000+ Employees,Investment & Asset Management,12T,3.7T,3T,27 office locations
2931,UnitedHealth Group,3.7,10000+ Employees,Healthcare Services & Hospitals,16.6T,1.9T,415,25 office locations
2932,Samsung Electronics,3.8,10000+ Employees,Electronics Manufacturing,14.8T,3.4T,53,21 office locations
2933,SelfEmployed.com,4.4,Unknown,Business Consulting,13.1T,2.9T,1,"Headquarters in Dublin, United States"
2934,Société Générale,3.7,10000+ Employees,Investment & Asset Management,12.3T,3.2T,1.8T,29 office locations
2935,Persistent Systems,3.9,10000+ Employees,Information Technology Support Services,6.6T,6.7T,37,56 office locations
2936,McKinsey & Company,4.2,10000+ Employees,Business Consulting,11.3T,2.2T,106,25 office locations
2937,Hexaware Technologies,3.8,10000+ Employees,Information Technology Support Services,5.7T,4.9T,32,61 office locations
2938,Zensar Technologies,4.0,5001 to 10000 Employees,Information Technology Support Services,4.7T,3.7T,148,20 office locations
2939,PayU,3.8,1001 to 5000 Employees,Internet & Web Services,779,648,227,3 office locations
2940,NCS,3.5,10000+ Employees,Information Technology Support Services,3.6T,119,299,2 office locations
2941,Arrow Electronics,3.7,10000+ Employees,Electronics Manufacturing,2.6T,154,106,26 office locations
2942,Saipem,3.6,10000+ Employees,Energy & Utilities,2T,290,23,10 office locations
2943,bigbasket,3.7,1001 to 5000 Employees,Grocery Stores,731,926,3,"Headquarters in Bengaluru, India"
2944,Aker Solutions,4.2,10000+ Employees,Energy & Utilities,1.7T,299,10,12 office locations
2945,LG Soft India,3.5,1001 to 5000 Employees,Information Technology Support Services,756,749,7,"Headquarters in Bengaluru, India"
2946,Aston Carter,4.2,1001 to 5000 Employees,HR Consulting,2T,483,975,2 office locations
2947,Landis+Gyr,3.8,5001 to 10000 Employees,Electronics Manufacturing,1.1T,462,317,9 office locations
2948,Hitachi Energy,4.0,10000+ Employees,Energy & Utilities,1.2T,438,583,5 office locations
2949,ltcc,3.5,501 to 1000 Employees,Construction,773,713,--,N/A
2950,Kroll,3.6,5001 to 10000 Employees,Financial Transaction Processing,1.5T,247,302,20 office locations
2951,Taco Bell,3.5,10000+ Employees,Restaurants & Cafes,12.2T,54,47.9T,"Headquarters in Irvine, United States"
2952,Mavenir,3.6,5001 to 10000 Employees,Enterprise Software & Network Solutions,905,648,46,6 office locations
2953,Mercedes-Benz International,3.8,10000+ Employees,Motor Vehicle Dealers,3.5T,130,37,3 office locations
2954,Danfoss International,4.0,10000+ Employees,Machinery Manufacturing,1.4T,332,486,9 office locations
2955,Jabil,3.8,10000+ Employees,Electronics Manufacturing,4T,105,959,37 office locations
2956,Searce,3.5,501 to 1000 Employees,Information Technology Support Services,684,746,26,11 office locations
2957,Varian Medical Systems,4.0,5001 to 10000 Employees,Biotech & Pharmaceuticals,1.3T,272,299,21 office locations
2958,Intelliswift,3.9,1001 to 5000 Employees,Software Development,630,370,200,2 office locations
2959,Freelance.com,4.1,201 to 500 Employees,N/A,1.1T,490,76,"Headquarters in Paris, France"
2960,Crowe LLP,4.0,5001 to 10000 Employees,Accounting & Tax,2.5T,148,885,24 office locations
2961,Rentokil PCI,4.1,5001 to 10000 Employees,Building & Personnel Services,556,499,7,"Headquarters in Mumbai, India"
2962,Kraft Heinz,3.5,10000+ Employees,Food & Beverage Manufacturing,6.4T,74,706,41 office locations
2963,Zenoti,4.0,501 to 1000 Employees,Software Development,519,481,33,8 office locations
2964,Marpu,4.8,501 to 1000 Employees,N/A,1.6T,203,--,"Headquarters in Hyderābād, India"
2965,Gemini Solutions,3.9,1001 to 5000 Employees,Information Technology Support Services,686,640,--,8 office locations
2966,Tangoe,3.9,1001 to 5000 Employees,Enterprise Software & Network Solutions,1.1T,365,12,7 office locations
2967,Red Bull,4.2,10000+ Employees,Food & Beverage Manufacturing,3.8T,134,1.1T,27 office locations
2968,Nissan,3.9,10000+ Employees,Transportation Equipment Manufacturing,3.2T,157,4.1T,25 office locations
2969,IBM iX,4.0,501 to 1000 Employees,Information Technology Support Services,1.1T,445,35,10 office locations
2970,Old Navy,3.6,10000+ Employees,"Department, Clothing & Shoe Stores",13T,63,2.6T,"San Francisco, CA"
2971,Xceedance,3.6,1001 to 5000 Employees,Business Consulting,703,718,2,7 office locations
2972,Saama Technologies,3.6,1001 to 5000 Employees,Biotech & Pharmaceuticals,685,535,7,9 office locations
2973,Magneti Marelli,3.7,5001 to 10000 Employees,Transportation Equipment Manufacturing,1.5T,270,1,5 office locations
2974,Herbalife,3.9,5001 to 10000 Employees,Beauty & Wellness,2.2T,222,264,4 office locations
2975,Sky,3.7,10000+ Employees,Broadcast Media,5.6T,105,290,"Dublin, D"
2976,Qatar Airways,3.8,10000+ Employees,"Airlines, Airports & Air Transportation",3T,108,185,9 office locations
2977,Jet Airways,4.3,10000+ Employees,"Airlines, Airports & Air Transportation",879,686,31,"Headquarters in Mumbai, India"
2978,Lovely Professional University,4.0,1001 to 5000 Employees,Colleges & Universities,892,686,4,5 office locations
2979,Viasat,3.8,5001 to 10000 Employees,Telecommunications Services,1.7T,143,95,39 office locations
2980,OTIS,3.7,10000+ Employees,Transportation Equipment Manufacturing,2T,226,1.4T,22 office locations
2981,Tata Power,3.7,10000+ Employees,Energy & Utilities,775,703,2,"Bombay House, Homi Modi St, Kala Ghoda, Fort "
2982,HCL Global Systems,3.8,10000+ Employees,Business Consulting,418,296,4,5 office locations
2983,Prodapt Solutions,3.8,5001 to 10000 Employees,Information Technology Support Services,753,771,32,2 office locations
2984,Levi Strauss,3.8,10000+ Employees,"Department, Clothing & Shoe Stores",3.5T,128,978,"Headquarters in San Francisco, United States"
